IR,IY,IB,VR,VY,VB,L1,L2,L3,L4,L5,L6,L7,L8
3.745401188473625,3.745401188473625,3.745401188473625,226.98161714019744,226.98161714019744,226.98161714019744,0,0,1,1,0,1,0,0
9.50714306409916,9.50714306409916,9.50714306409916,225.3609636634412,225.3609636634412,225.3609636634412,1,0,1,0,0,0,1,0
7.319939418114051,7.319939418114051,7.319939418114051,223.09527616286329,223.09527616286329,223.09527616286329,0,0,1,0,1,1,0,0
5.986584841970366,5.986584841970366,5.986584841970366,228.13795019706947,228.13795019706947,228.13795019706947,1,0,1,0,0,0,1,0
1.5601864044243652,1.5601864044243652,1.5601864044243652,226.8473117255388,226.8473117255388,226.8473117255388,0,0,1,1,0,1,0,0
1.5599452033620265,1.5599452033620265,1.5599452033620265,221.62616939344892,221.62616939344892,221.62616939344892,0,1,0,0,0,1,0,1
0.5808361216819946,0.5808361216819946,0.5808361216819946,229.10927184493843,229.10927184493843,229.10927184493843,0,0,1,1,0,1,0,0
8.661761457749352,8.661761457749352,8.661761457749352,228.2253724292317,228.2253724292317,228.2253724292317,1,0,1,0,0,0,1,0
6.011150117432088,6.011150117432088,6.011150117432088,229.49799913291923,229.49799913291923,229.49799913291923,1,0,1,0,0,0,1,0
7.080725777960454,7.080725777960454,7.080725777960454,227.2571950838836,227.2571950838836,227.2571950838836,1,0,1,0,0,0,1,0
0.20584494295802447,0.20584494295802447,0.20584494295802447,226.1341519593579,226.1341519593579,226.1341519593579,0,0,1,1,0,1,0,0
9.699098521619943,9.699098521619943,9.699098521619943,224.1824303629062,224.1824303629062,224.1824303629062,0,0,1,0,1,1,0,0
8.324426408004218,8.324426408004218,8.324426408004218,229.32728483354015,229.32728483354015,229.32728483354015,1,0,1,0,0,0,1,0
2.1233911067827616,2.1233911067827616,2.1233911067827616,228.66063889500407,228.66063889500407,228.66063889500407,0,0,1,1,0,1,0,0
1.8182496720710062,1.8182496720710062,1.8182496720710062,220.4521867010619,220.4521867010619,220.4521867010619,0,1,0,0,0,1,0,1
1.8340450985343382,1.8340450985343382,1.8340450985343382,220.26366974497253,220.26366974497253,220.26366974497253,0,1,0,0,0,1,0,1
3.0424224295953772,3.0424224295953772,3.0424224295953772,223.7646336687805,223.7646336687805,223.7646336687805,0,1,0,0,0,1,0,1
5.247564316322379,5.247564316322379,5.247564316322379,228.10553330781832,228.10553330781832,228.10553330781832,1,0,1,0,0,0,1,0
4.319450186421157,4.319450186421157,4.319450186421157,229.87276129314944,229.87276129314944,229.87276129314944,0,0,1,1,0,1,0,0
2.9122914019804194,2.9122914019804194,2.9122914019804194,221.5041689110353,221.5041689110353,221.5041689110353,0,1,0,0,0,1,0,1
6.118528947223795,6.118528947223795,6.118528947223795,225.94130715352136,225.94130715352136,225.94130715352136,1,0,1,0,0,0,1,0
1.3949386065204183,1.3949386065204183,1.3949386065204183,223.8089085663102,223.8089085663102,223.8089085663102,0,1,0,0,0,1,0,1
2.9214464853521815,2.9214464853521815,2.9214464853521815,229.69914397814603,229.69914397814603,229.69914397814603,0,0,1,1,0,1,0,0
